Revenue,Duration,Score,genre,,,,,,,,
131940411,109,6.6,28,,,,,,,,
93375151,87,5,35,,,,,,,,
176070171,110,6.6,28,,,,,,,,
93354918,101,5.9,10749,,,,,,,,
171757863,83,6,12,,,,,,,,
171844840,113,5.3,35,,,,,,,,
157920733,107,5.9,12,,,,,,,,
129181830,94,5.7,35,,,,,,,,
311256926,132,6.4,28,,,,,,,,
204594016,133,5.8,18,,,,,,,,
0,125,6.5,35,,,,,,,,
71664962,111,6.6,28,,,,,,,,
100230832,163,6.8,18,,,,,,,,
186883563,170,6.7,18,,,,,,,,
217764291,120,7,18,,,,,,,,
165333180,92,5.3,28,,,,,,,,
74541707,115,6.2,18,,,,,,,,
218340595,130,6.3,80,,,,,,,,
73648228,105,5.6,28,,,,,,,,
0,111,6.7,10402,,,,,,,,
137551594,106,6.2,18,,,,,,,,
124596398,100,7.3,16,,,,,,,,
163403799,91,4.9,53,,,,,,,,
130293714,146,7.3,28,,,,,,,,
61112916,98,4.5,35,,,,,,,,
170268750,101,5.6,35,,,,,,,,
129832389,89,5.5,10751,,,,,,,,
99318987,122,6.5,14,,,,,,,,
56702901,115,6.1,18,,,,,,,,
107139399,90,6.7,10751,,,,,,,,
159330280,124,6.1,28,,,,,,,,
96269812,119,5.9,28,,,,,,,,
0,119,5.9,18,,,,,,,,
50877145,93,5.8,12,,,,,,,,
104324083,100,5.6,28,,,,,,,,
50549107,105,5.9,28,,,,,,,,
101134059,124,6.4,18,,,,,,,,
205754447,99,5.8,28,,,,,,,,
162000000,109,5.9,878,,,,,,,,
95696996,124,6.9,28,,,,,,,,
108255770,97,6.6,16,,,,,,,,
46683377,104,6.3,18,,,,,,,,
469160692,100,7.5,12,,,,,,,,
43061982,101,6,12,,,,,,,,
105200903,113,6.2,80,,,,,,,,
62357900,97,4.6,35,,,,,,,,
122233971,134,7,18,,,,,,,,
87784194,127,6.7,28,,,,,,,,
60000000,125,5.7,10749,,,,,,,,
36850101,94,5.1,35,,,,,,,,
77920346,108,5.8,28,,,,,,,,
104945765,91,5.6,878,,,,,,,,
67312826,117,6.1,878,,,,,,,,
119940815,100,5.8,80,,,,,,,,
74901339,117,6.2,80,,,,,,,,
33956608,110,5.8,27,,,,,,,,
55003135,96,5.7,35,,,,,,,,
73174566,101,5.9,28,,,,,,,,
0,111,6,28,,,,,,,,
31720158,109,6.6,18,,,,,,,,
39459427,126,6.3,14,,,,,,,,
47383689,122,7.4,18,,,,,,,,
141702264,78,5.1,16,,,,,,,,
71073932,101,4.7,28,,,,,,,,
78309131,87,5.4,28,,,,,,,,
26288320,86,6.6,10751,,,,,,,,
26673242,96,6.5,27,,,,,,,,
52322400,104,6.1,18,,,,,,,,
49111202,121,5.7,18,,,,,,,,
17800000,140,6.3,28,,,,,,,,
27642707,131,7,28,,,,,,,,
14828081,91,4.9,27,,,,,,,,
30800231,118,6,18,,,,,,,,
90565421,130,6.2,28,,,,,,,,
50650079,90,5,35,,,,,,,,
25473093,105,5.3,18,,,,,,,,
0,122,5.7,35,,,,,,,,
57490374,106,6,12,,,,,,,,
39031337,103,4.7,28,,,,,,,,
30418560,106,5.4,35,,,,,,,,
0,127,4.1,12,,,,,,,,
0,127,6.7,18,,,,,,,,
193677158,120,6,28,,,,,,,,
10166502,132,6.8,28,,,,,,,,
783112979,108,7.4,28,,,,,,,,
0,114,4.9,18,,,,,,,,
542307423,133,7.4,10752,,,,,,,,
158162788,103,6.2,12,,,,,,,,
102854431,95,6.5,35,,,,,,,,
59468275,90,4.4,878,,,,,,,,
189015611,102,5.7,28,,,,,,,,
41299492,114,5.7,35,,,,,,,,
0,119,4.9,35,,,,,,,,
85280250,103,5.1,35,,,,,,,,
44000000,119,6.1,35,,,,,,,,
300228084,97,5.8,28,,,,,,,,
50365377,125,5.9,18,,,,,,,,
152944660,144,7.2,18,,,,,,,,
58058367,116,5.5,35,,,,,,,,
115267375,103,6.4,14,,,,,,,,
61347797,97,6,28,,,,,,,,
149217355,95,4.7,28,,,,,,,,
62112895,131,5.5,18,,,,,,,,
113006880,95,5.8,28,,,,,,,,
57223890,86,6,12,,,,,,,,
677945399,142,8.2,35,,,,,,,,
361366633,92,5.5,35,,,,,,,,
330444045,108,6.6,35,,,,,,,,
346079773,81,6.7,12,,,,,,,,
300218018,143,6.9,28,,,,,,,,
128769345,95,5.4,14,,,,,,,,
368100420,118,6.4,35,,,,,,,,
0,92,5.4,12,,,,,,,,
231449203,103,6,35,,,,,,,,
95000000,134,7.6,28,,,,,,,,
152263880,97,5.9,35,,,,,,,,
287928194,100,6,14,,,,,,,,
192330738,132,7.1,53,,,,,,,,
154906693,105,5.6,35,,,,,,,,
157387195,116,7,28,,,,,,,,
307077295,117,7.7,18,,,,,,,,
223387299,98,6.1,53,,,,,,,,
214015089,123,5.9,18,,,,,,,,
198685114,114,6.4,18,,,,,,,,
180949000,111,7.7,28,,,,,,,,
0,97,6,35,,,,,,,,
152159461,136,7.6,28,,,,,,,,
63408614,104,6.1,28,,,,,,,,
149022650,104,6.3,14,,,,,,,,
56932305,110,6.2,12,,,,,,,,
121969216,133,5.8,28,,,,,,,,
187361754,94,5.7,35,,,,,,,,
127906624,104,6.3,28,,,,,,,,
110000000,91,5.7,16,,,,,,,,
159773545,114,6.2,878,,,,,,,,
141047179,134,5.9,36,,,,,,,,
41610884,122,6.7,28,,,,,,,,
75000000,109,6.4,12,,,,,,,,
259207227,95,7,10751,,,,,,,,
68267862,98,5.3,35,,,,,,,,
34234008,94,6,18,,,,,,,,
0,126,6.2,18,,,,,,,,
33828318,118,5.1,35,,,,,,,,
33472850,91,5.4,35,,,,,,,,
118338361,88,6.4,16,,,,,,,,
113020255,141,7.3,80,,,,,,,,
60209334,107,5.3,28,,,,,,,,
18626419,116,5.7,18,,,,,,,,
154648887,143,7,53,,,,,,,,
74237563,114,6.6,18,,,,,,,,
52304001,93,5.4,28,,,,,,,,
12923936,214,6.1,18,,,,,,,,
11466088,100,5.2,28,,,,,,,,
0,107,5.7,35,,,,,,,,
80383290,112,6.2,35,,,,,,,,
28283637,95,4.2,28,,,,,,,,
89519773,119,6.9,18,,,,,,,,
0,133,7.1,18,,,,,,,,
9250000,153,7.3,18,,,,,,,,
6416302,96,5.3,28,,,,,,,,
155010032,117,6.2,14,,,,,,,,
168167691,123,7.5,18,,,,,,,,
9489829,92,5.2,28,,,,,,,,
136766062,162,7.1,80,,,,,,,,
52034889,123,6.1,35,,,,,,,,
130431368,108,5.4,35,,,,,,,,
190458706,127,6.5,28,,,,,,,,
7266209,121,3.5,18,,,,,,,,
9450897,125,5.7,18,,,,,,,,
107196498,99,5.5,28,,,,,,,,
139804348,94,7.4,16,,,,,,,,
179213434,127,7.4,18,,,,,,,,
54249294,89,5.4,9648,,,,,,,,
98837872,122,6.3,80,,,,,,,,
65900249,132,6.7,10752,,,,,,,,
126690726,109,7.2,18,,,,,,,,
25037897,191,6.8,53,,,,,,,,
5761917,124,5.4,18,,,,,,,,
352114312,141,7.7,18,,,,,,,,
132820716,157,6.7,53,,,,,,,,
204999686,106,5.6,10749,,,,,,,,
609841637,108,6.4,35,,,,,,,,
216485654,125,5.7,35,,,,,,,,
110803676,104,5.1,28,,,,,,,,
98126565,170,7.2,18,,,,,,,,
75450437,112,5.9,35,,,,,,,,
47434430,118,6.9,35,,,,,,,,
116112375,178,7.8,18,,,,,,,,
52826594,92,6.1,28,,,,,,,,
0,104,5.1,28,,,,,,,,
149270999,116,6.1,35,,,,,,,,
72779000,90,5.3,16,,,,,,,,
47231070,93,5.1,35,,,,,,,,
709827462,130,5.6,12,,,,,,,,
484409218,90,7.3,12,,,,,,,,
127869379,106,6.5,878,,,,,,,,
390493908,143,6.6,12,,,,,,,,
273552592,139,6.7,35,,,,,,,,
549368315,106,6.3,35,,,,,,,,
314178011,139,7.2,35,,,,,,,,
202292902,115,7,35,,,,,,,,
173649015,119,6,35,,,,,,,,
171269535,96,5.6,35,,,,,,,,
260095987,112,6.6,53,,,,,,,,
256271286,131,7.1,18,,,,,,,,
177371441,116,6.3,35,,,,,,,,
188441614,112,7,80,,,,,,,,
223664608,123,7.2,27,,,,,,,,
225990978,104,6.4,35,,,,,,,,
216972543,107,6.2,28,,,,,,,,
242786137,96,5.8,35,,,,,,,,
212902372,125,5.6,14,,,,,,,,
184376254,129,7.3,80,,,,,,,,
161626121,100,6.7,18,,,,,,,,
152022101,109,5,28,,,,,,,,
120081841,124,6.5,18,,,,,,,,
155446362,121,5.9,28,,,,,,,,
88715192,97,5.5,35,,,,,,,,
161451538,110,5.4,18,,,,,,,,
142851197,118,7,35,,,,,,,,
200804534,80,5.2,16,,,,,,,,
0,99,5.2,35,,,,,,,,
110206216,133,7,18,,,,,,,,
189859560,127,6.3,28,,,,,,,,
222809600,106,6.8,28,,,,,,,,
106303988,98,5.5,12,,,,,,,,
132511035,132,7.7,28,,,,,,,,
88323487,115,6,28,,,,,,,,
69834815,86,6.2,12,,,,,,,,
66002004,101,5.1,35,,,,,,,,
100020092,113,6,53,,,,,,,,
224803475,88,5.7,14,,,,,,,,
119137784,124,6.3,53,,,,,,,,
144492830,109,5.9,28,,,,,,,,
94000000,128,6.3,18,,,,,,,,
69411370,144,7,28,,,,,,,,
97437106,95,7.3,10749,,,,,,,,
82800000,105,5.6,53,,,,,,,,
50068310,121,6.4,80,,,,,,,,
48169156,125,6,28,,,,,,,,
109423648,129,7.5,18,,,,,,,,
97607453,125,6.3,27,,,,,,,,
234989584,113,6.1,35,,,,,,,,
44547681,140,6.8,28,,,,,,,,
160602194,89,5.8,28,,,,,,,,
119208989,104,5.5,28,,,,,,,,
41482207,106,6.2,35,,,,,,,,
83719388,141,7.2,18,,,,,,,,
0,124,5.8,28,,,,,,,,
129394835,94,6.1,27,,,,,,,,
40203020,108,6.1,35,,,,,,,,
55495563,105,6.1,53,,,,,,,,
49000000,102,4.5,28,,,,,,,,
69425966,92,4.4,12,,,,,,,,
144056873,119,6.3,18,,,,,,,,
49718611,119,5.9,18,,,,,,,,
60462347,99,6.2,28,,,,,,,,
0,137,6.3,18,,,,,,,,
113309743,115,4.4,18,,,,,,,,
83761844,87,5,10751,,,,,,,,
105197635,129,5.8,18,,,,,,,,
56714147,120,6,80,,,,,,,,
30303072,132,6,28,,,,,,,,
82169884,121,6,80,,,,,,,,
58900031,95,5.9,35,,,,,,,,
63327201,125,6,28,,,,,,,,
42792561,98,6.2,28,,,,,,,,
26199517,110,6.1,80,,,,,,,,
60161391,118,6,18,,,,,,,,
42277365,97,5.6,28,,,,,,,,
23159305,86,7.6,12,,,,,,,,
34808403,119,7.1,12,,,,,,,,
25035950,139,6.6,10752,,,,,,,,
38955598,130,7.3,18,,,,,,,,
0,100,5.4,35,,,,,,,,
71561644,114,6.3,28,,,,,,,,
55112356,100,7.2,53,,,,,,,,
44434439,110,5.8,28,,,,,,,,
66976317,148,6.2,12,,,,,,,,
26121638,102,5.2,35,,,,,,,,
38502340,84,5.8,18,,,,,,,,
10541523,114,5.9,28,,,,,,,,
16671505,99,5.8,28,,,,,,,,
10382407,135,5.5,18,,,,,,,,
24188922,108,6.5,18,,,,,,,,
22944502,127,6,28,,,,,,,,
9851610,95,5.2,28,,,,,,,,
40828540,95,5.6,28,,,,,,,,
60052138,124,5.6,14,,,,,,,,
0,109,5.9,35,,,,,,,,
55969000,100,4.7,35,,,,,,,,
6808550,88,5,35,,,,,,,,
0,105,5.4,35,,,,,,,,
28931401,105,5.3,14,,,,,,,,
12764201,97,3.9,28,,,,,,,,
72700000,87,5.7,28,,,,,,,,
20423389,104,6.2,28,,,,,,,,
36348784,116,7.2,18,,,,,,,,
207515725,147,6.9,53,,,,,,,,
474171806,127,7.6,12,,,,,,,,
68929150,130,6.5,18,,,,,,,,
104399548,120,6.6,80,,,,,,,,
151493655,118,6.5,18,,,,,,,,
196397415,111,6.5,80,,,,,,,,
108000000,114,6.6,28,,,,,,,,
3324330,137,6.1,80,,,,,,,,
85498534,112,6,12,,,,,,,,
50315140,120,7.1,18,,,,,,,,
90383208,93,5.6,14,,,,,,,,
25928721,127,6.6,10402,,,,,,,,
70016220,122,6.9,37,,,,,,,,
325771424,109,6.1,53,,,,,,,,
77745568,123,6.5,10749,,,,,,,,
102825796,96,5.7,35,,,,,,,,
528972,101,6.6,18,,,,,,,,
103738726,103,5.9,12,,,,,,,,
124305181,113,6.6,18,,,,,,,,
35743308,132,6.5,35,,,,,,,,
125212904,93,7.2,28,,,,,,,,
38085778,75,4.6,16,,,,,,,,
12379402,104,5.7,18,,,,,,,,
299288605,105,6.3,35,,,,,,,,
113714830,118,6.8,80,,,,,,,,
150000000,111,7,878,,,,,,,,
10539000,80,4.4,28,,,,,,,,
100860818,117,6.2,18,,,,,,,,
181000000,86,6.4,35,,,,,,,,
15436808,127,6.6,80,,,,,,,,
5200000,140,6.5,18,,,,,,,,
341631208,91,5,14,,,,,,,,
376141306,91,6.1,28,,,,,,,,
220673217,84,5.8,35,,,,,,,,
212000000,111,6.1,35,,,,,,,,
101702060,93,5.8,28,,,,,,,,
95149435,113,6,35,,,,,,,,
195268056,141,6.3,18,,,,,,,,
117615211,119,6.4,18,,,,,,,,
175372502,97,7,18,,,,,,,,
178051587,117,6.3,18,,,,,,,,
154749918,101,5.6,10749,,,,,,,,
122126687,153,7.9,18,,,,,,,,
104876233,122,7.3,28,,,,,,,,
90683916,102,6.9,35,,,,,,,,
141220678,83,5.4,35,,,,,,,,
165184237,103,6.5,35,,,,,,,,
131183530,120,6.5,27,,,,,,,,
76669806,136,7.3,18,,,,,,,,
94935764,89,5.9,28,,,,,,,,
136885767,89,4.7,12,,,,,,,,
113916474,100,5.8,35,,,,,,,,
244931766,135,7,35,,,,,,,,
363258859,95,6.8,12,,,,,,,,
74558115,122,6.6,27,,,,,,,,
170362582,110,5.5,28,,,,,,,,
53854588,135,5.9,35,,,,,,,,
56070433,95,5.6,10749,,,,,,,,
104478416,109,6.6,12,,,,,,,,
148412065,94,6.1,27,,,,,,,,
123494610,117,6.6,35,,,,,,,,
38399961,112,6.4,12,,,,,,,,
0,111,6.1,28,,,,,,,,
0,96,5.9,12,,,,,,,,
82966152,131,6.2,80,,,,,,,,
56422687,94,6.1,28,,,,,,,,
160583018,88,6,12,,,,,,,,
55181129,88,5.5,14,,,,,,,,
30925690,137,6.5,28,,,,,,,,
75225693,119,6.7,18,,,,,,,,
65664721,105,6.2,28,,,,,,,,
72108608,101,5.4,28,,,,,,,,
0,92,4.7,28,,,,,,,,
0,117,5.5,35,,,,,,,,
57881056,86,5.3,12,,,,,,,,
29400000,123,6.5,80,,,,,,,,
38058335,134,6.1,35,,,,,,,,
17300889,100,4.7,12,,,,,,,,
0,117,5.8,18,,,,,,,,
13681765,192,7.1,36,,,,,,,,
60222298,128,6.7,53,,,,,,,,
11203026,106,6,12,,,,,,,,
9323833,160,6.3,18,,,,,,,,
0,114,6.6,28,,,,,,,,
42487390,99,5,28,,,,,,,,
8493890,85,6.3,28,,,,,,,,
4607608,139,6.4,18,,,,,,,,
2154540,103,4,28,,,,,,,,
160078586,101,6,80,,,,,,,,
73706,87,2.3,16,,,,,,,,
232324128,120,7.1,18,,,,,,,,
368875760,130,7.2,12,,,,,,,,
136000000,110,5.5,28,,,,,,,,
165615285,147,7.3,80,,,,,,,,
300400432,96,6.3,28,,,,,,,,
0,118,5.5,18,,,,,,,,
84300000,88,6.9,16,,,,,,,,
3484331,219,6.4,28,,,,,,,,
111340801,106,6.4,14,,,,,,,,
34227298,109,5.6,18,,,,,,,,
80049764,136,7,18,,,,,,,,
0,103,6,35,,,,,,,,
50871113,103,6.6,28,,,,,,,,
68696770,84,5.3,10749,,,,,,,,
270248367,154,6.6,18,,,,,,,,
48190704,99,6.8,18,,,,,,,,
51070807,93,6.3,28,,,,,,,,
201585328,109,6.7,28,,,,,,,,
363889678,124,7,10749,,,,,,,,
224834564,84,6.5,16,,,,,,,,
171963386,90,5.8,35,,,,,,,,
70100000,117,5.4,35,,,,,,,,
158674180,117,6.5,28,,,,,,,,
71000000,248,6.7,18,,,,,,,,
73100172,105,6,35,,,,,,,,
63781810,115,6.1,18,,,,,,,,
0,126,6.5,35,,,,,,,,
55157539,119,6.1,18,,,,,,,,
0,83,5.4,35,,,,,,,,
156167015,133,5.9,12,,,,,,,,
89162162,100,5.6,14,,,,,,,,
56359980,120,5.7,28,,,,,,,,
20915465,104,4,12,,,,,,,,
24127895,122,7,80,,,,,,,,
177394432,99,7.2,18,,,,,,,,
36893721,91,5.3,28,,,,,,,,
12342632,112,6.1,28,,,,,,,,
11087569,100,6.3,12,,,,,,,,
14000000,100,6.8,28,,,,,,,,
215000000,110,6.8,18,,,,,,,,
117487473,132,6.6,12,,,,,,,,
0,88,5.3,53,,,,,,,,
672806292,107,7.7,9648,,,,,,,,
46221189,102,6.2,28,,,,,,,,
7448385,100,5.6,35,,,,,,,,
90815558,126,6.9,18,,,,,,,,
251171807,138,6.8,18,,,,,,,,
317375031,108,6.7,35,,,,,,,,
177841558,105,6.2,80,,,,,,,,
332000000,108,7.4,12,,,,,,,,
126546825,89,6.3,28,,,,,,,,
571006128,125,5.2,18,,,,,,,,
197011982,84,4.7,28,,,,,,,,
152266007,149,7,80,,,,,,,,
190212113,98,6,35,,,,,,,,
149295601,121,7.4,28,,,,,,,,
107458785,128,6.7,35,,,,,,,,
320170008,134,7,27,,,,,,,,
224920315,120,7.1,18,,,,,,,,
177259441,129,6.2,35,,,,,,,,
178262620,83,5.3,35,,,,,,,,
161834276,116,5.7,27,,,,,,,,
244527583,118,7.1,12,,,,,,,,
111811453,100,5.9,35,,,,,,,,
215862692,128,7.1,10749,,,,,,,,
129540499,123,6.6,10749,,,,,,,,
95020213,128,6.8,18,,,,,,,,
128798265,139,7,53,,,,,,,,
169837010,110,5.4,35,,,,,,,,
120455994,120,6.7,12,,,,,,,,
194564672,121,7.1,35,,,,,,,,
124827316,102,6.1,28,,,,,,,,
75505856,112,7.1,28,,,,,,,,
124731534,152,7.2,18,,,,,,,,
158733820,124,7.2,28,,,,,,,,
151161491,90,6.2,18,,,,,,,,
91636986,105,6.5,35,,,,,,,,
141069860,114,5.7,35,,,,,,,,
205405498,189,7.5,18,,,,,,,,
138259062,99,5.4,35,,,,,,,,
147845033,123,5.8,28,,,,,,,,
136267476,102,6.1,35,,,,,,,,
196781193,109,6.2,35,,,,,,,,
186167139,82,5.4,27,,,,,,,,
165478348,141,7.2,53,,,,,,,,
91753202,106,6,28,,,,,,,,
90029656,109,5.9,35,,,,,,,,
170128460,107,5.9,18,,,,,,,,
54682547,110,6.2,35,,,,,,,,
87840042,96,5,28,,,,,,,,
75395048,131,7.3,28,,,,,,,,
85412898,119,7,80,,,,,,,,
130786397,113,6.5,28,,,,,,,,
109676311,130,8,18,,,,,,,,
107670357,108,6.1,35,,,,,,,,
74597643,89,5.7,16,,,,,,,,
120175290,139,7.3,28,,,,,,,,
191185897,130,6.2,28,,,,,,,,
126248813,107,6,28,,,,,,,,
92913171,96,6.4,53,,,,,,,,
114830111,99,6.5,10749,,,,,,,,
91974818,104,6.4,18,,,,,,,,
51854875,105,6.5,14,,,,,,,,
84601681,101,6,35,,,,,,,,
67347013,134,6.8,10402,,,,,,,,
45916769,135,6.7,18,,,,,,,,
141591324,98,5.8,27,,,,,,,,
74000000,155,6.8,18,,,,,,,,
0,106,5.8,12,,,,,,,,
41797066,94,4.9,14,,,,,,,,
0,95,5.4,35,,,,,,,,
0,103,5.7,18,,,,,,,,
145896422,96,6.2,35,,,,,,,,
97552050,104,6.5,12,,,,,,,,
41863726,95,5.4,35,,,,,,,,
97138686,111,6.1,27,,,,,,,,
96618699,123,6.1,53,,,,,,,,
34416893,140,6.7,18,,,,,,,,
126069509,97,5.3,35,,,,,,,,
36037909,94,5,35,,,,,,,,
157887643,92,5.9,27,,,,,,,,
55707411,122,7,18,,,,,,,,
50451307,103,5.9,35,,,,,,,,
0,102,5.5,35,,,,,,,,
48063435,108,5.4,12,,,,,,,,
55247881,129,6.9,18,,,,,,,,
58785180,102,6.1,35,,,,,,,,
46442528,117,6.3,18,,,,,,,,
30199105,117,5.6,80,,,,,,,,
31670620,135,6.7,18,,,,,,,,
0,107,4.9,18,,,,,,,,
29000000,90,5,35,,,,,,,,
49627779,96,4.6,14,,,,,,,,
27053815,104,5.2,28,,,,,,,,
0,115,6.4,18,,,,,,,,
65754228,119,6.4,18,,,,,,,,
62771059,99,5.4,27,,,,,,,,
3000000,110,7.2,18,,,,,,,,
24332324,128,5.9,35,,,,,,,,
60965854,108,6.5,28,,,,,,,,
38172500,86,6.9,14,,,,,,,,
22433915,108,5.7,80,,,,,,,,
46546197,84,4.7,28,,,,,,,,
20350754,128,4.9,18,,,,,,,,
60474340,123,6.5,18,,,,,,,,
0,101,5.7,28,,,,,,,,
19412993,102,4.8,28,,,,,,,,
180274123,113,7,53,,,,,,,,
14375181,107,4.2,28,,,,,,,,
46471023,87,7.5,12,,,,,,,,
16872671,103,5.7,35,,,,,,,,
14358033,99,5.7,35,,,,,,,,
173921954,122,7.8,35,,,,,,,,
13395939,103,5.6,35,,,,,,,,
24719215,107,6.6,12,,,,,,,,
28121100,106,5.9,18,,,,,,,,
18902015,101,3.2,27,,,,,,,,
28169671,109,5.5,12,,,,,,,,
19322135,89,5.9,28,,,,,,,,
10667893,82,4.2,28,,,,,,,,
20645327,108,6.5,28,,,,,,,,
0,102,6.1,28,,,,,,,,
10959475,93,5,28,,,,,,,,
32017803,107,7,878,,,,,,,,
22044277,91,6,18,,,,,,,,
0,94,5.4,12,,,,,,,,
13644292,115,5.5,28,,,,,,,,
23937870,93,5.1,12,,,,,,,,
117760134,105,6.6,53,,,,,,,,
7563728,107,6.2,28,,,,,,,,
0,111,7.1,35,,,,,,,,
0,126,6.3,28,,,,,,,,
0,112,4.3,28,,,,,,,,
86758912,126,6.7,28,,,,,,,,
0,90,6.5,12,,,,,,,,
94000000,102,7.3,14,,,,,,,,
100000000,159,7.5,28,,,,,,,,
101229792,107,6.7,18,,,,,,,,
69485490,102,5.8,35,,,,,,,,
35287788,87,6.6,16,,,,,,,,
38869464,119,7.4,878,,,,,,,,
6614280,106,4.5,10749,,,,,,,,
75850624,125,5.3,35,,,,,,,,
44907260,113,6,35,,,,,,,,
127814609,150,7.1,12,,,,,,,,
180622424,108,6,35,,,,,,,,
205298907,96,6.4,35,,,,,,,,
119723358,100,5.3,28,,,,,,,,
120000000,118,6.4,878,,,,,,,,
64076736,130,6.3,28,,,,,,,,
114156230,120,6.7,18,,,,,,,,
0,88,6.8,12,,,,,,,,
73956241,146,7.2,18,,,,,,,,
51801187,114,6.2,18,,,,,,,,
0,123,5.7,80,,,,,,,,
107597242,94,5,28,,,,,,,,
29700000,102,5.6,18,,,,,,,,
0,99,5.5,35,,,,,,,,
58401898,133,6.3,27,,,,,,,,
17380126,118,5.7,18,,,,,,,,
16991902,105,6,10402,,,,,,,,
47536959,110,6.9,18,,,,,,,,
10300000,129,6.3,28,,,,,,,,
19629760,109,7.8,27,,,,,,,,
98337295,119,6.2,878,,,,,,,,
6482195,118,5.8,28,,,,,,,,
17869048,90,6.2,12,,,,,,,,
28258060,137,7,18,,,,,,,,
5410749,93,4.3,12,,,,,,,,
9793496,130,7.1,18,,,,,,,,
109906372,112,5.6,12,,,,,,,,
173567581,133,7.3,18,,,,,,,,
154026136,125,7,80,,,,,,,,
79700000,110,5.8,10749,,,,,,,,
163720069,96,6.5,35,,,,,,,,
100076342,96,5.6,12,,,,,,,,
90247624,123,7.7,18,,,,,,,,
48451803,188,7.5,18,,,,,,,,
55583804,107,5.3,28,,,,,,,,
112343513,110,5.9,35,,,,,,,,
95404397,113,6.7,18,,,,,,,,
392616625,122,5.8,12,,,,,,,,
102244770,116,7,18,,,,,,,,
117758500,93,6.1,28,,,,,,,,
269994119,110,6.8,35,,,,,,,,
21834845,115,5.3,28,,,,,,,,
50159144,95,6.6,18,,,,,,,,
160000000,134,5.8,12,,,,,,,,
64572262,101,6,878,,,,,,,,
52424533,107,6.7,10751,,,,,,,,
32168970,124,5.4,53,,,,,,,,
44350926,109,5.8,28,,,,,,,,
26250020,105,5.2,18,,,,,,,,
96047633,114,5.8,18,,,,,,,,
12532777,106,7.5,53,,,,,,,,
3003296,95,4.6,18,,,,,,,,
63800345,81,5.2,16,,,,,,,,
459270619,100,7.2,35,,,,,,,,
156844753,105,6.5,28,,,,,,,,
310940086,95,6.2,12,,,,,,,,
411348924,126,7,14,,,,,,,,
321731527,118,6.4,12,,,,,,,,
309208309,129,7.2,18,,,,,,,,
147934180,88,5.5,28,,,,,,,,
117000000,98,6.5,35,,,,,,,,
252276927,110,7.2,18,,,,,,,,
326551094,109,7,35,,,,,,,,
139000000,132,6.2,878,,,,,,,,
173965010,111,5.6,35,,,,,,,,
182300000,128,7,80,,,,,,,,
69823199,123,6.5,18,,,,,,,,
140795793,125,5.9,35,,,,,,,,
68915888,105,5.5,35,,,,,,,,
231976425,162,7,18,,,,,,,,
126216940,138,7.7,80,,,,,,,,
86369815,100,5.8,12,,,,,,,,
0,90,6.3,35,,,,,,,,
113374103,108,5.5,878,,,,,,,,
25504513,91,7.2,27,,,,,,,,
104155843,107,6,27,,,,,,,,
60251371,123,6.8,18,,,,,,,,
95608995,90,6,12,,,,,,,,
52277485,109,6.8,18,,,,,,,,
150483765,109,6.5,10749,,,,,,,,
108758521,91,5.6,35,,,,,,,,
112544580,125,7.3,35,,,,,,,,
48169908,202,7.2,18,,,,,,,,
88058786,134,5.6,35,,,,,,,,
92219310,88,5.2,35,,,,,,,,
91353501,92,6.2,14,,,,,,,,
69307224,91,5.2,35,,,,,,,,
58405313,98,5.8,35,,,,,,,,
41954997,127,7.4,80,,,,,,,,
102984862,100,6.4,27,,,,,,,,
122200000,114,7,27,,,,,,,,
85416905,100,5.2,28,,,,,,,,
173930596,109,6.7,28,,,,,,,,
77477008,106,5.7,35,,,,,,,,
59901913,112,5.9,35,,,,,,,,
35323292,102,6.9,35,,,,,,,,
99423521,102,4.1,28,,,,,,,,
120072577,150,8,18,,,,,,,,
0,101,6.4,18,,,,,,,,
68766121,113,5.5,27,,,,,,,,
115505027,104,6.7,18,,,,,,,,
84606030,137,6,18,,,,,,,,
72436439,110,6,27,,,,,,,,
45479110,101,5.4,18,,,,,,,,
57120318,108,5.9,878,,,,,,,,
32483410,101,5.9,18,,,,,,,,
40263020,112,6.3,35,,,,,,,,
27107960,111,6.1,878,,,,,,,,
36098382,102,5.8,35,,,,,,,,
30353232,101,5.1,28,,,,,,,,
25105255,155,6.3,80,,,,,,,,
4100000,93,5.6,80,,,,,,,,
93246388,109,6,35,,,,,,,,
0,140,6.1,80,,,,,,,,
68369434,104,5.5,18,,,,,,,,
27388767,96,5.9,10751,,,,,,,,
50363790,123,7,18,,,,,,,,
82087155,106,5.6,53,,,,,,,,
19478106,76,5.2,16,,,,,,,,
0,111,6.9,35,,,,,,,,
25871834,85,4.9,28,,,,,,,,
19701164,109,5.7,53,,,,,,,,
19294901,97,5.1,27,,,,,,,,
31083599,91,6.2,80,,,,,,,,
51680201,87,5.4,28,,,,,,,,
29882645,132,6.5,10752,,,,,,,,
46216641,118,5.7,28,,,,,,,,
41512007,98,6,35,,,,,,,,
39340177,92,4.6,35,,,,,,,,
0,93,5.3,28,,,,,,,,
16519460,117,5.8,14,,,,,,,,
63215872,92,6,28,,,,,,,,
0,115,5.7,28,,,,,,,,
18317151,96,6.6,35,,,,,,,,
13678913,94,5.7,28,,,,,,,,
27409889,105,7,18,,,,,,,,
12206028,101,5.3,28,,,,,,,,
54674226,139,6.5,18,,,,,,,,
0,91,4.7,28,,,,,,,,
17508518,110,5.5,28,,,,,,,,
