Revenue,Duration,Score,genre,,,,,,,,
11560806,102,4.8,18,,,,,,,,
10089373,102,5.6,28,,,,,,,,
12506188,83,4.9,10751,,,,,,,,
61181942,123,6.9,12,,,,,,,,
42064105,118,6.5,35,,,,,,,,
4651977,114,6.6,18,,,,,,,,
0,180,7.7,28,,,,,,,,
0,121,6.6,28,,,,,,,,
16838910,114,6.2,53,,,,,,,,
0,173,7.4,28,,,,,,,,
15000000,135,6.7,10752,,,,,,,,
635096,138,6.6,18,,,,,,,,
25147786,148,7,18,,,,,,,,
10496317,93,5.8,28,,,,,,,,
348319861,113,7,28,,,,,,,,
14431253,91,5,35,,,,,,,,
32255440,139,7,18,,,,,,,,
15304890,96,6.8,18,,,,,,,,
11263966,101,5.3,28,,,,,,,,
2106557,96,5.1,28,,,,,,,,
187479518,100,7.5,16,,,,,,,,
63013281,128,7.3,18,,,,,,,,
19598588,109,5.4,18,,,,,,,,
0,114,5.3,10749,,,,,,,,
0,106,5.4,35,,,,,,,,
27330000,141,6.5,18,,,,,,,,
40382659,195,7.1,18,,,,,,,,
243240178,138,7.1,18,,,,,,,,
79958599,101,5.3,28,,,,,,,,
173959438,98,5.6,80,,,,,,,,
0,85,6.3,10751,,,,,,,,
64626786,89,4.8,27,,,,,,,,
140470746,99,6.7,10402,,,,,,,,
62022014,105,5.1,28,,,,,,,,
0,96,4.9,9648,,,,,,,,
54700105,124,6.1,28,,,,,,,,
27610873,118,6.6,18,,,,,,,,
40346186,94,6.3,28,,,,,,,,
0,124,5.7,35,,,,,,,,
572700000,135,7.9,12,,,,,,,,
22211426,108,5.8,28,,,,,,,,
113019290,124,7.2,18,,,,,,,,
24159934,98,5.3,35,,,,,,,,
173398518,97,6.4,35,,,,,,,,
152036382,123,6.2,18,,,,,,,,
0,99,5.3,12,,,,,,,,
60328000,101,6.7,14,,,,,,,,
80197993,92,5.6,35,,,,,,,,
288383523,125,6.5,35,,,,,,,,
126041322,107,6.3,28,,,,,,,,
50041732,103,6,27,,,,,,,,
48814909,129,7,18,,,,,,,,
69055695,107,6,28,,,,,,,,
21819348,90,5.7,35,,,,,,,,
83615414,107,5.3,80,,,,,,,,
147332697,93,7.1,53,,,,,,,,
36733909,120,6.7,28,,,,,,,,
77566815,101,6.3,53,,,,,,,,
9494789,105,6.7,12,,,,,,,,
31755742,113,5.6,28,,,,,,,,
60740827,96,6.9,18,,,,,,,,
85167639,87,6.2,28,,,,,,,,
18552460,107,6.3,28,,,,,,,,
30016165,90,5.6,28,,,,,,,,
0,121,6.6,18,,,,,,,,
18409891,111,6.2,28,,,,,,,,
53587404,90,4,14,,,,,,,,
0,110,5.4,14,,,,,,,,
27437881,100,5.3,35,,,,,,,,
3566637,75,7.1,16,,,,,,,,
5914908,108,5.9,10752,,,,,,,,
0,93,5,12,,,,,,,,
89460381,153,8,18,,,,,,,,
42045846,102,6,35,,,,,,,,
106269971,137,6.9,10402,,,,,,,,
14708696,113,5.7,28,,,,,,,,
128499205,161,7,18,,,,,,,,
161772375,138,6.5,18,,,,,,,,
210308099,126,5.9,28,,,,,,,,
174600318,99,8,35,,,,,,,,
24185781,101,6.4,18,,,,,,,,
53208180,103,6.2,35,,,,,,,,
68106245,118,7,80,,,,,,,,
104384188,99,6.2,35,,,,,,,,
115101622,105,6.4,35,,,,,,,,
306776732,113,6.9,28,,,,,,,,
234801895,93,6.1,35,,,,,,,,
287553595,108,6,35,,,,,,,,
373554033,81,7.7,16,,,,,,,,
350448145,116,6.8,28,,,,,,,,
196114570,104,7,18,,,,,,,,
15134293,105,6,18,,,,,,,,
136706683,113,7.4,18,,,,,,,,
199200000,134,7.2,28,,,,,,,,
115922175,132,7.2,18,,,,,,,,
167722310,92,6.2,35,,,,,,,,
191502426,99,6.7,27,,,,,,,,
212385533,90,6.1,80,,,,,,,,
165335153,115,6.5,35,,,,,,,,
116400000,102,6.5,35,,,,,,,,
327311859,127,8.1,80,,,,,,,,
210819611,112,7.3,878,,,,,,,,
140161792,87,6.7,16,,,,,,,,
156822020,138,7.6,53,,,,,,,,
216763646,132,7.7,18,,,,,,,,
176885658,103,6.4,35,,,,,,,,
115603229,123,7.7,10749,,,,,,,,
160259319,111,6.1,35,,,,,,,,
155545279,102,6,35,,,,,,,,
103,78,6,12,,,,,,,,
74787599,132,5.9,18,,,,,,,,
160638883,133,7.2,12,,,,,,,,
163670000,109,6.7,18,,,,,,,,
105834556,125,6.7,18,,,,,,,,
116980662,97,6.4,27,,,,,,,,
47042000,118,6.6,28,,,,,,,,
254134910,89,6,14,,,,,,,,
114281051,100,5.8,18,,,,,,,,
105173115,111,6.4,35,,,,,,,,
92374674,109,6.7,28,,,,,,,,
63833449,99,5.8,35,,,,,,,,
114663461,89,5.9,35,,,,,,,,
69631118,95,5.3,28,,,,,,,,
96455697,98,6.3,35,,,,,,,,
151119219,94,7.4,14,,,,,,,,
83282296,124,7.4,80,,,,,,,,
118880016,131,5.8,10749,,,,,,,,
70200000,107,5.6,878,,,,,,,,
0,99,5.7,35,,,,,,,,
51132598,83,6.3,35,,,,,,,,
152427960,131,6,12,,,,,,,,
192452832,85,6.8,12,,,,,,,,
156835339,126,6.9,18,,,,,,,,
93772522,102,5.1,35,,,,,,,,
129266061,123,7.4,18,,,,,,,,
0,105,6.6,35,,,,,,,,
45892212,125,6.2,28,,,,,,,,
54819301,92,4.9,35,,,,,,,,
117195061,77,7.2,10749,,,,,,,,
42647449,118,7.2,18,,,,,,,,
84025816,121,7.2,28,,,,,,,,
91709827,123,7.3,28,,,,,,,,
90810892,99,6.2,27,,,,,,,,
65663276,112,7.4,14,,,,,,,,
159291809,107,6.6,18,,,,,,,,
51842679,104,5.6,12,,,,,,,,
53653224,113,7.1,35,,,,,,,,
75505973,113,6.2,27,,,,,,,,
66486080,95,6.5,27,,,,,,,,
84646831,84,3.7,35,,,,,,,,
38413606,126,7.2,12,,,,,,,,
38122105,101,6.4,28,,,,,,,,
38748395,94,6.6,27,,,,,,,,
63782078,111,6.5,28,,,,,,,,
51376861,95,3.8,28,,,,,,,,
36160375,98,5.7,35,,,,,,,,
82394288,100,5.8,18,,,,,,,,
34742066,108,6.6,10402,,,,,,,,
41480851,125,6.5,28,,,,,,,,
0,94,5.1,28,,,,,,,,
48428063,79,6.6,28,,,,,,,,
63372757,106,6.4,53,,,,,,,,
14460000,63,6.8,16,,,,,,,,
39267515,85,4.1,35,,,,,,,,
29202884,108,6.3,35,,,,,,,,
31911598,139,6.4,18,,,,,,,,
24048000,106,5.4,28,,,,,,,,
60896147,95,4.8,14,,,,,,,,
0,118,5.9,53,,,,,,,,
108609310,108,5.8,28,,,,,,,,
22034832,111,5.2,35,,,,,,,,
53909751,124,5.7,35,,,,,,,,
21800302,104,5,35,,,,,,,,
51148651,133,6.9,10749,,,,,,,,
31070211,87,4.8,878,,,,,,,,
35294470,109,6,53,,,,,,,,
19204929,87,6,28,,,,,,,,
17193231,98,5.2,28,,,,,,,,
102820008,112,6.6,18,,,,,,,,
16930884,108,5.7,80,,,,,,,,
25224242,126,6.8,18,,,,,,,,
26155781,98,5.5,35,,,,,,,,
0,104,5.5,27,,,,,,,,
37962774,110,5.1,35,,,,,,,,
31148328,130,6.3,53,,,,,,,,
15007991,97,5.1,28,,,,,,,,
15368897,96,5,35,,,,,,,,
13001257,114,6.7,18,,,,,,,,
24922237,106,6,27,,,,,,,,
30536013,135,6.4,18,,,,,,,,
0,100,4,28,,,,,,,,
0,85,2.9,28,,,,,,,,
0,107,5.7,28,,,,,,,,
30114487,102,4.7,18,,,,,,,,
12,111,6.1,35,,,,,,,,
13521829,86,4.8,35,,,,,,,,
18618284,108,6.7,18,,,,,,,,
64352607,123,6.3,12,,,,,,,,
8454301,134,7.2,35,,,,,,,,
62616646,91,5.5,80,,,,,,,,
18195610,108,5.8,28,,,,,,,,
26828365,122,7.4,10752,,,,,,,,
0,229,8.2,18,,,,,,,,
18074539,118,5.9,53,,,,,,,,
3102550,80,5.4,28,,,,,,,,
35078241,92,6.3,18,,,,,,,,
480314,87,5,12,,,,,,,,
14711793,160,7,28,,,,,,,,
108348,125,5,12,,,,,,,,
0,92,5.4,53,,,,,,,,
2527904,129,6.4,28,,,,,,,,
0,140,7,36,,,,,,,,
0,110,3,18,,,,,,,,
0,103,5.8,10749,,,,,,,,
0,85,6.4,14,,,,,,,,
0,110,6.6,80,,,,,,,,
140752617,83,5.6,12,,,,,,,,
287506194,115,6.8,35,,,,,,,,
186438883,136,7.3,18,,,,,,,,
37036004,127,5.9,35,,,,,,,,
0,86,5.8,12,,,,,,,,
33013805,113,6.6,35,,,,,,,,
16930185,100,5,35,,,,,,,,
78636257,91,5.5,35,,,,,,,,
24829644,87,4.9,18,,,,,,,,
21126225,103,6.8,18,,,,,,,,
504050219,90,7.4,16,,,,,,,,
201634991,147,7.7,18,,,,,,,,
333000000,118,7.1,12,,,,,,,,
100491683,79,5.7,16,,,,,,,,
105178561,104,6.1,80,,,,,,,,
48902953,110,6.6,35,,,,,,,,
98185582,102,6.2,28,,,,,,,,
140767956,131,7.5,28,,,,,,,,
92380927,99,6.4,35,,,,,,,,
133346506,130,7.3,35,,,,,,,,
64445708,135,7,18,,,,,,,,
102356381,101,6.8,14,,,,,,,,
94728529,103,5.5,35,,,,,,,,
17137302,115,6.5,16,,,,,,,,
71441250,110,7.4,35,,,,,,,,
90259536,90,7.1,9648,,,,,,,,
134402450,105,6.4,35,,,,,,,,
195312802,127,6.3,12,,,,,,,,
77516304,90,6.6,35,,,,,,,,
101646581,99,5.5,53,,,,,,,,
60780981,89,6.1,35,,,,,,,,
97594140,115,6.9,10749,,,,,,,,
39514713,96,6.4,35,,,,,,,,
92601050,104,6.1,35,,,,,,,,
96188903,117,7.1,28,,,,,,,,
40547440,83,5.6,28,,,,,,,,
33000337,99,4.6,53,,,,,,,,
100654149,81,6.1,10751,,,,,,,,
121147947,135,7.7,18,,,,,,,,
33139618,117,7.9,878,,,,,,,,
31596911,139,6.5,12,,,,,,,,
52597999,113,6,28,,,,,,,,
54926886,117,6.5,18,,,,,,,,
20217080,98,7,99,,,,,,,,
38159905,103,5.8,35,,,,,,,,
8888143,119,6,18,,,,,,,,
45236543,94,5.5,28,,,,,,,,
8345056,86,5.5,12,,,,,,,,
14010832,98,4.8,28,,,,,,,,
7002261,108,5.8,35,,,,,,,,
16374328,108,5.5,10749,,,,,,,,
5684789,134,6.8,18,,,,,,,,
17286299,110,6.2,35,,,,,,,,
60700000,103,6.3,28,,,,,,,,
23321954,145,5.6,28,,,,,,,,
68896829,90,5.7,28,,,,,,,,
187500000,131,6.2,12,,,,,,,,
219076518,129,6.2,35,,,,,,,,
95714875,109,7.1,18,,,,,,,,
43650785,114,5.7,35,,,,,,,,
27187653,163,6.9,18,,,,,,,,
49469904,92,6.9,18,,,,,,,,
24748670,120,6.2,18,,,,,,,,
96900000,113,6.7,878,,,,,,,,
0,116,5.6,35,,,,,,,,
60527873,115,6.2,18,,,,,,,,
115229890,133,7.5,10402,,,,,,,,
44352417,117,6,12,,,,,,,,
129000000,101,6.6,18,,,,,,,,
56870414,82,5.5,27,,,,,,,,
56308881,110,7.4,18,,,,,,,,
21500000,193,7.3,18,,,,,,,,
15395087,130,6.3,18,,,,,,,,
20158808,102,7,18,,,,,,,,
27200316,100,7.2,9648,,,,,,,,
11137801,109,6.7,12,,,,,,,,
76000000,113,5.9,80,,,,,,,,
29000000,109,6.1,27,,,,,,,,
13000000,99,5.5,80,,,,,,,,
85564310,89,4.4,10751,,,,,,,,
93282604,98,6.5,53,,,,,,,,
14,93,5.9,53,,,,,,,,
4488529,112,5.9,35,,,,,,,,
21148829,106,6.3,9648,,,,,,,,
6673422,104,5.2,35,,,,,,,,
183293131,91,5.2,28,,,,,,,,
110230332,97,6,35,,,,,,,,
109449237,116,6.2,35,,,,,,,,
289317794,122,6.8,10749,,,,,,,,
53181600,113,6.2,80,,,,,,,,
201957688,111,5.8,35,,,,,,,,
101624843,111,6.6,28,,,,,,,,
65705772,121,6.8,18,,,,,,,,
68296293,139,7,37,,,,,,,,
61489265,115,6.3,18,,,,,,,,
50750000,175,6.9,18,,,,,,,,
57891803,85,6.2,27,,,,,,,,
90426405,90,5.9,27,,,,,,,,
71868327,106,7.3,28,,,,,,,,
67918658,100,5.2,27,,,,,,,,
86175291,130,6.1,53,,,,,,,,
38793283,94,4.9,12,,,,,,,,
0,127,7.1,28,,,,,,,,
43318349,104,6.8,18,,,,,,,,
28818995,100,5.2,35,,,,,,,,
142044638,118,5.7,35,,,,,,,,
35402320,118,5.8,18,,,,,,,,
29657751,111,6.1,80,,,,,,,,
14000000,110,4.8,35,,,,,,,,
36800000,99,4.5,28,,,,,,,,
0,101,5.5,80,,,,,,,,
0,100,6,14,,,,,,,,
0,100,3.9,10749,,,,,,,,
20080020,95,5.3,12,,,,,,,,
30523226,116,6.3,878,,,,,,,,
82466670,129,6.8,18,,,,,,,,
611899420,127,6.9,18,,,,,,,,
441286195,125,7,35,,,,,,,,
412800000,133,7.6,18,,,,,,,,
269958228,116,7.8,18,,,,,,,,
29506464,131,6.1,18,,,,,,,,
226830568,93,7.2,28,,,,,,,,
35926213,117,7.2,18,,,,,,,,
411006740,129,6.1,53,,,,,,,,
321365567,195,8.3,18,,,,,,,,
124272124,146,7.8,18,,,,,,,,
8555008,128,5.7,18,,,,,,,,
181466833,93,5.4,9648,,,,,,,,
0,127,4.9,53,,,,,,,,
114908830,97,5.8,27,,,,,,,,
80936232,83,5.6,28,,,,,,,,
170764026,85,6.4,28,,,,,,,,
78000000,88,5.8,878,,,,,,,,
76270454,119,7.6,80,,,,,,,,
171600000,122,7.7,80,,,,,,,,
153997819,99,6.1,28,,,,,,,,
281929795,97,6.5,35,,,,,,,,
152500343,121,6.8,35,,,,,,,,
124914842,95,5.1,35,,,,,,,,
119772232,104,5.7,35,,,,,,,,
147780440,107,6.1,35,,,,,,,,
56505065,130,7.4,28,,,,,,,,
91036760,115,6,28,,,,,,,,
60922980,111,7.2,27,,,,,,,,
117719158,93,5.8,27,,,,,,,,
99357138,101,6.8,18,,,,,,,,
137587063,96,7,12,,,,,,,,
116766556,106,7.2,18,,,,,,,,
77278331,117,6.4,28,,,,,,,,
122644820,101,6.1,27,,,,,,,,
90574188,94,6.7,35,,,,,,,,
46836394,145,8.2,18,,,,,,,,
58795814,102,5,28,,,,,,,,
122489822,97,6.4,14,,,,,,,,
65884703,170,8,28,,,,,,,,
0,97,6.3,28,,,,,,,,
43984230,163,7.4,18,,,,,,,,
63100000,109,6.1,53,,,,,,,,
77208711,158,7.9,18,,,,,,,,
0,85,5.8,16,,,,,,,,
41604473,86,5.5,28,,,,,,,,
39053061,119,6.3,18,,,,,,,,
64437847,98,6.4,28,,,,,,,,
70442940,97,5.6,10749,,,,,,,,
36351350,105,5.4,35,,,,,,,,
38307627,124,6.6,18,,,,,,,,
66980456,94,6.4,18,,,,,,,,
63102666,104,5.5,27,,,,,,,,
59192128,101,5.5,35,,,,,,,,
56489558,101,5.8,28,,,,,,,,
41597830,114,7,18,,,,,,,,
33889159,105,6.4,35,,,,,,,,
229736344,90,6.1,10751,,,,,,,,
70992898,97,4.9,12,,,,,,,,
2415472,128,6,53,,,,,,,,
66122026,114,7.1,18,,,,,,,,
82150642,124,7.1,18,,,,,,,,
50671850,89,5.5,27,,,,,,,,
29548291,144,6.9,36,,,,,,,,
100000000,93,4.7,12,,,,,,,,
34942188,81,5.4,35,,,,,,,,
28341469,142,8.5,18,,,,,,,,
39438674,92,4.7,12,,,,,,,,
25023434,113,6.7,35,,,,,,,,
39171130,111,5.7,53,,,,,,,,
74188937,121,6.9,35,,,,,,,,
27645491,98,5.9,18,,,,,,,,
42886719,107,6.5,35,,,,,,,,
46152800,106,7.2,35,,,,,,,,
21567853,136,6.7,18,,,,,,,,
22200000,97,6.2,10749,,,,,,,,
114977104,115,6.6,18,,,,,,,,
23580000,97,6.2,28,,,,,,,,
36993168,99,5.4,14,,,,,,,,
40452643,103,6,28,,,,,,,,
17000000,95,6.9,35,,,,,,,,
20796847,93,6.5,35,,,,,,,,
0,98,4.6,80,,,,,,,,
0,90,5.4,35,,,,,,,,
15431177,120,6.9,18,,,,,,,,
33333531,115,5.4,53,,,,,,,,
0,91,5.6,18,,,,,,,,
24362772,108,4.3,35,,,,,,,,
19829957,107,5.2,18,,,,,,,,
30411183,108,6.3,35,,,,,,,,
51702483,100,5.2,28,,,,,,,,
42972994,131,6.7,80,,,,,,,,
14334401,88,6.3,28,,,,,,,,
10126458,91,4.9,27,,,,,,,,
13,145,7,18,,,,,,,,
28831145,109,6.5,18,,,,,,,,
0,116,6.2,14,,,,,,,,
15478800,122,6.2,80,,,,,,,,
13411957,107,7,18,,,,,,,,
24902723,120,6,18,,,,,,,,
11000000,99,7.1,28,,,,,,,,
23057115,140,7.7,28,,,,,,,,
16900000,132,6.7,18,,,,,,,,
25000000,254,6.6,10752,,,,,,,,
11207130,113,6.1,18,,,,,,,,
10719357,99,4.6,18,,,,,,,,
13000000,100,6.2,18,,,,,,,,
85446075,92,5.8,27,,,,,,,,
10070000,105,5.3,35,,,,,,,,
10324441,110,5.5,18,,,,,,,,
11772461,116,6.4,35,,,,,,,,
27635305,111,6.8,12,,,,,,,,
5778353,117,5,28,,,,,,,,
0,95,4.8,35,,,,,,,,
0,127,7.3,18,,,,,,,,
4064495,98,5.5,28,,,,,,,,
19844979,121,6.4,18,,,,,,,,
2405420,95,3.5,28,,,,,,,,
27603069,80,7,35,,,,,,,,
0,107,5.9,18,,,,,,,,
34153101,91,6.1,14,,,,,,,,
777423,117,6.2,18,,,,,,,,
2336172,114,6.6,35,,,,,,,,
19255873,124,7.7,18,,,,,,,,
10589102,122,6,18,,,,,,,,
48531470,154,7.1,35,,,,,,,,
6500000,85,6.3,10751,,,,,,,,
71009334,117,5,53,,,,,,,,
0,121,6.2,10749,,,,,,,,
3052000,128,7,36,,,,,,,,
0,100,6.5,80,,,,,,,,
0,100,4.1,28,,,,,,,,
34670720,119,7,18,,,,,,,,
8784318,137,5.5,12,,,,,,,,
133000000,119,6.9,878,,,,,,,,
155721132,102,6.5,18,,,,,,,,
172363301,120,6.1,27,,,,,,,,
1397284,98,5.4,28,,,,,,,,
70181428,105,6.4,35,,,,,,,,
106371651,98,6.2,35,,,,,,,,
80035402,107,6.4,18,,,,,,,,
87055349,91,6.6,35,,,,,,,,
41895491,137,7.2,35,,,,,,,,
40002112,100,5.1,27,,,,,,,,
36609995,115,6.1,10749,,,,,,,,
42105111,102,6.1,35,,,,,,,,
0,108,5.9,35,,,,,,,,
68729358,93,5.9,35,,,,,,,,
0,127,7.6,18,,,,,,,,
16980098,95,5.5,35,,,,,,,,
16290976,87,5.8,14,,,,,,,,
21049053,134,5.9,12,,,,,,,,
12372410,107,4.7,28,,,,,,,,
8434146,124,5.7,35,,,,,,,,
30551495,89,5,10749,,,,,,,,
83188165,88,5.3,35,,,,,,,,
0,118,6.5,18,,,,,,,,
4562146,93,4.1,16,,,,,,,,
669276,72,6.8,12,,,,,,,,
23081726,98,6.1,80,,,,,,,,
234710455,119,8.2,14,,,,,,,,
102391382,88,7.2,35,,,,,,,,
185991646,90,5.9,35,,,,,,,,
538400000,124,8.2,12,,,,,,,,
141407024,118,6.5,28,,,,,,,,
86930411,85,6.6,35,,,,,,,,
53302314,98,6.4,27,,,,,,,,
75993061,101,6.5,18,,,,,,,,
53187659,108,6.7,53,,,,,,,,
0,97,6,35,,,,,,,,
47351251,126,7.9,10749,,,,,,,,
36642838,97,6.3,9648,,,,,,,,
6399,99,5.1,14,,,,,,,,
18653615,114,5.9,18,,,,,,,,
33372606,93,5.6,28,,,,,,,,
51881013,89,3.5,12,,,,,,,,
10827816,102,6.6,18,,,,,,,,
7434726,98,6.1,28,,,,,,,,
29541790,124,6.6,36,,,,,,,,
0,90,5.8,37,,,,,,,,
9366227,86,5.9,18,,,,,,,,
16123851,141,5.5,18,,,,,,,,
5837674,139,6.5,18,,,,,,,,
94679598,104,6.5,27,,,,,,,,
38119483,96,6.7,35,,,,,,,,
15520023,112,6.8,10752,,,,,,,,
505000000,127,6.9,14,,,,,,,,
369884651,119,6.5,10749,,,,,,,,
189833357,97,6.3,14,,,,,,,,
75597042,127,6.5,18,,,,,,,,
147880543,110,6,35,,,,,,,,
182016617,135,7.3,18,,,,,,,,
84772742,84,4.6,28,,,,,,,,
77737889,191,7.4,18,,,,,,,,
88880821,122,7.3,18,,,,,,,,
110627965,114,5.6,80,,,,,,,,
92542418,132,7.2,18,,,,,,,,
67800064,138,5.9,18,,,,,,,,
95708457,121,6.6,14,,,,,,,,
57479076,108,6.1,18,,,,,,,,
35424826,108,6,18,,,,,,,,
0,131,6.8,18,,,,,,,,
22400154,83,4.7,35,,,,,,,,
51164106,105,6.2,35,,,,,,,,
9930095,108,6,53,,,,,,,,
19351569,90,5.4,35,,,,,,,,
77112176,94,6,35,,,,,,,,
33788161,104,6.4,35,,,,,,,,
23619609,106,5.4,18,,,,,,,,
63647656,106,5.7,35,,,,,,,,
0,98,5.3,35,,,,,,,,
43058898,100,6.4,28,,,,,,,,
13555988,95,6.1,10751,,,,,,,,
0,106,6.2,35,,,,,,,,
10696210,104,4.2,28,,,,,,,,
0,77,3.8,35,,,,,,,,
72629670,96,5.2,53,,,,,,,,
26193068,145,7.2,18,,,,,,,,
17709155,116,7.2,10749,,,,,,,,
14400000,100,5.5,28,,,,,,,,
15447154,92,6.2,9648,,,,,,,,
12000000,121,7.4,28,,,,,,,,
9479718,105,5.2,18,,,,,,,,
15400000,116,6.5,53,,,,,,,,
92991835,119,6.5,18,,,,,,,,
0,117,7,18,,,,,,,,
24000000,106,6,16,,,,,,,,
73244881,111,5.6,10749,,,,,,,,
70687344,136,5.5,878,,,,,,,,
0,81,7.1,16,,,,,,,,
46,90,6.9,35,,,,,,,,
42000000,96,5.1,28,,,,,,,,
40222729,106,6.3,35,,,,,,,,
205738714,122,6.9,18,,,,,,,,
41170784,123,7.5,80,,,,,,,,
37000000,134,7,18,,,,,,,,
43928932,92,6.6,28,,,,,,,,
41627431,115,6.4,18,,,,,,,,
17762705,104,5.1,27,,,,,,,,
14899417,98,6.7,18,,,,,,,,
17600000,120,5.8,18,,,,,,,,
10011050,117,6.5,10749,,,,,,,,
0,127,6.6,18,,,,,,,,
970816,91,6.3,18,,,,,,,,
69701637,114,5.9,35,,,,,,,,
2856712,97,6.7,28,,,,,,,,
389925971,115,7.7,12,,,,,,,,
358991681,120,6.3,35,,,,,,,,
303788635,135,7.2,878,,,,,,,,
29907685,90,5,27,,,,,,,,
299965036,100,6.1,28,,,,,,,,
132675402,105,5.4,35,,,,,,,,
272742922,119,8.1,80,,,,,,,,
121697323,94,6.5,10402,,,,,,,,
117224271,94,6.4,35,,,,,,,,
187884007,116,5.9,27,,,,,,,,
149281606,91,4.9,12,,,,,,,,
318000141,112,7.4,27,,,,,,,,
97918663,95,5.2,12,,,,,,,,
100525432,97,5,35,,,,,,,,
131282949,108,6.7,35,,,,,,,,
122195920,101,5.4,28,,,,,,,,
113086475,109,6.3,35,,,,,,,,
177243185,115,6.7,35,,,,,,,,
0,117,6.7,12,,,,,,,,
187000000,134,7.9,18,,,,,,,,
57588485,118,6.2,18,,,,,,,,
60072596,121,6.1,35,,,,,,,,
53000000,105,7.5,14,,,,,,,,
207945075,110,7.6,18,,,,,,,,
41158757,104,7.4,28,,,,,,,,
183936074,100,6.3,35,,,,,,,,
48548426,83,3.6,35,,,,,,,,
109862682,72,6.1,12,,,,,,,,
66787908,127,7.4,36,,,,,,,,
135680000,72,5.6,10751,,,,,,,,
67192859,89,4.6,53,,,,,,,,
84146832,96,5.8,53,,,,,,,,
45554533,77,6.3,16,,,,,,,,
41596251,123,6.7,27,,,,,,,,
43967255,111,6.8,12,,,,,,,,
86865564,86,3.2,28,,,,,,,,
88346473,128,7.8,18,,,,,,,,
27640028,110,5.9,18,,,,,,,,
39143839,102,5.2,27,,,,,,,,
37672350,124,6,35,,,,,,,,
41237648,115,5.8,35,,,,,,,,
35841901,98,6.1,12,,,,,,,,
65464324,104,5.8,80,,,,,,,,
60000000,127,7,18,,,,,,,,
80547866,82,4.2,27,,,,,,,,
135330182,143,6.9,18,,,,,,,,
41296320,103,6.5,18,,,,,,,,
50907234,104,7,18,,,,,,,,
50907422,98,6.6,10402,,,,,,,,
47241945,92,5.3,27,,,,,,,,
78378744,86,4.6,35,,,,,,,,
31678778,158,6.2,18,,,,,,,,
54586584,128,7.1,36,,,,,,,,
46069568,107,5.7,28,,,,,,,,
68349884,91,5.3,27,,,,,,,,
35387212,108,6,35,,,,,,,,
67200000,108,6.3,80,,,,,,,,
45636368,113,6.3,18,,,,,,,,
47126295,113,7,35,,,,,,,,
0,87,4.7,27,,,,,,,,
0,101,5.8,18,,,,,,,,
64822796,112,6.6,53,,,,,,,,
72258126,108,7.9,878,,,,,,,,
32005248,105,6,35,,,,,,,,
65569869,109,6.3,28,,,,,,,,
46089287,109,6.7,35,,,,,,,,
51416464,98,6,14,,,,,,,,
49779728,104,5.9,35,,,,,,,,
17425000,109,6,12,,,,,,,,
27105095,100,5.3,27,,,,,,,,
39300000,88,5.3,10751,,,,,,,,
37597471,97,5.2,28,,,,,,,,
28972508,89,5.1,35,,,,,,,,
21284514,106,6.7,14,,,,,,,,
83707310,96,7.1,9648,,,,,,,,
20211394,115,6.3,18,,,,,,,,
0,108,5.8,28,,,,,,,,
32000000,109,8.2,18,,,,,,,,
36620508,101,5.4,10749,,,,,,,,
34077920,103,6.7,18,,,,,,,,
0,113,5.6,35,,,,,,,,
2297493,98,4.9,35,,,,,,,,
18432000,121,6.8,12,,,,,,,,
18253415,114,6.5,35,,,,,,,,
22222308,124,7.1,18,,,,,,,,
56255142,148,7.8,12,,,,,,,,
17807569,100,5.6,35,,,,,,,,
52302796,94,5,53,,,,,,,,
25836616,108,6.9,27,,,,,,,,
17519169,103,6.3,35,,,,,,,,
100914445,99,7.2,28,,,,,,,,
0,88,4.3,12,,,,,,,,
73276047,128,7.3,18,,,,,,,,
60427839,124,7.2,18,,,,,,,,
16605763,84,5.8,28,,,,,,,,
17432163,101,5.3,35,,,,,,,,
17436509,120,7,99,,,,,,,,
15473333,199,6.5,18,,,,,,,,
34854990,111,6.2,80,,,,,,,,
14109284,87,3,28,,,,,,,,
22942221,88,5.5,28,,,,,,,,
13801755,97,6.5,35,,,,,,,,
30426096,106,6.2,35,,,,,,,,
32204030,95,5.8,28,,,,,,,,
0,99,4.8,35,,,,,,,,
34560577,96,5.9,28,,,,,,,,
13391174,123,6.1,18,,,,,,,,
27674124,101,6.4,18,,,,,,,,
12482775,101,6,35,,,,,,,,
12398628,96,6.1,28,,,,,,,,
17280326,108,5.7,28,,,,,,,,
24145613,116,6.7,18,,,,,,,,
12639297,115,5.6,28,,,,,,,,
10686841,96,7.3,35,,,,,,,,
0,98,5.4,35,,,,,,,,
36606743,100,6.3,18,,,,,,,,
0,106,5.6,35,,,,,,,,
0,101,6.5,10402,,,,,,,,
16974459,105,6.5,28,,,,,,,,
0,99,6.5,18,,,,,,,,
9109322,88,1.9,35,,,,,,,,
12382362,83,5.4,28,,,,,,,,
10337477,84,4.7,28,,,,,,,,
11341016,98,6.4,35,,,,,,,,
20000000,149,6.5,35,,,,,,,,
11110975,148,6.5,35,,,,,,,,
16549477,110,5.9,10402,,,,,,,,
7000000,83,4.1,35,,,,,,,,
15008161,107,5.3,28,,,,,,,,
0,100,5.8,27,,,,,,,,
6575282,87,4.7,35,,,,,,,,
6420319,106,7,35,,,,,,,,
27462041,99,6.2,18,,,,,,,,
7659918,100,6.8,16,,,,,,,,
10442808,96,3.1,28,,,,,,,,
